city,rainfall,temperature,aqi,humidity,heat_index,orders_completed,active_hours,acceptance_rate,idle_time,avg_delivery_time,zone_demand,order_drop_rate,delivery_delay,traffic_level,zone_risk,experience,past_claims,trust_score,income_drop,premium_amount,weather_source
mumbai,7.06,32.52,128.92,71.61,42.61,57.79,7.98,75.64,30.9,29.04,62.29,6.99,21.93,48.99,34.61,2.48,2.0,58.19,0,69.91,deterministic_fallback
mumbai,9.0,23.36,118.12,79.73,23.36,70.13,7.82,86.42,50.29,28.41,64.35,11.57,24.39,31.04,35.78,1.1,1.0,68.39,0,66.13,deterministic_fallback
bangalore,0.0,20.35,57.01,73.31,20.35,80.4,11.27,93.34,16.04,39.31,71.14,8.48,24.44,39.76,24.82,7.11,1.0,95.94,0,46.41,deterministic_fallback
kolkata,14.49,28.31,78.09,95.59,35.88,76.99,10.1,87.62,48.66,29.66,54.05,1.58,21.07,43.04,22.86,,0.0,98.23,0,25.01,deterministic_fallback
bangalore,4.3,25.4,52.26,66.42,25.4,65.75,9.29,89.35,48.44,33.23,70.95,8.72,30.64,49.92,37.69,0.92,2.0,54.07,1,84.99,deterministic_fallback
hyderabad,7.61,31.14,118.93,51.68,33.19,84.72,11.0,78.95,49.16,25.8,86.18,7.98,22.61,59.83,23.7,5.82,,83.36,0,55.89,deterministic_fallback
mumbai,11.33,35.43,95.17,71.57,52.92,59.93,7.02,75.42,43.09,36.81,77.75,10.72,23.63,50.76,21.32,7.94,1.0,88.49,0,50.76,deterministic_fallback
chennai,22.31,31.46,92.46,70.28,38.94,60.9,8.16,77.42,45.08,33.81,61.42,,28.8,45.68,53.16,3.79,0.0,79.68,0,54.28,deterministic_fallback
hyderabad,19.46,36.41,158.71,77.32,60.0,47.2,9.02,72.68,38.28,40.73,60.06,10.44,28.9,39.75,42.61,0.17,0.0,61.72,0,62.24,deterministic_fallback
kolkata,6.22,33.57,109.65,87.55,54.77,80.82,11.42,82.43,21.46,35.52,73.71,5.57,26.08,39.12,14.84,4.74,0.0,100.0,0,26.9,deterministic_fallback
kolkata,36.24,,143.73,92.8,48.69,74.32,9.42,87.78,43.0,34.87,84.86,9.38,31.04,55.59,38.25,8.41,2.0,84.5,0,73.8,deterministic_fallback
delhi,14.1,44.97,200.71,48.22,60.0,58.07,8.28,64.0,36.45,40.6,68.5,5.83,29.47,63.79,41.89,2.59,1.0,51.45,1,73.94,deterministic_fallback
mumbai,25.05,,123.97,79.99,33.75,51.03,8.93,85.66,40.86,38.98,76.0,4.9,35.39,75.22,49.21,0.47,2.0,52.12,1,91.62,deterministic_fallback
delhi,0.0,30.75,168.9,54.59,33.11,48.63,9.39,89.93,65.28,32.81,71.32,8.25,20.03,71.09,43.45,1.74,2.0,50.41,1,81.19,deterministic_fallback
bangalore,29.1,23.38,93.72,66.28,23.38,85.44,10.21,81.98,26.56,31.94,79.84,8.4,33.01,48.46,36.34,7.23,0.0,90.15,0,50.69,deterministic_fallback
kolkata,6.55,34.2,138.43,79.19,52.58,75.83,10.3,68.26,57.37,43.99,67.15,3.27,25.99,59.62,34.96,5.01,0.0,75.96,0,42.7,deterministic_fallback
delhi,11.49,41.23,155.17,44.52,54.69,41.12,,64.59,32.14,38.48,62.75,8.52,20.77,59.87,46.61,0.23,4.0,,0,93.8,deterministic_fallback
chennai,8.99,28.86,,71.14,32.63,81.71,11.12,89.72,28.23,34.28,64.28,0.0,22.03,42.86,42.76,4.86,2.0,69.28,0,57.87,deterministic_fallback
bangalore,15.27,22.51,66.44,69.61,22.51,88.31,9.32,85.08,19.57,28.57,85.85,4.56,20.9,21.7,10.0,7.93,0.0,100.0,0,29.99,deterministic_fallback
mumbai,16.66,34.39,99.46,72.76,49.63,58.14,9.34,80.83,,33.76,68.05,2.71,23.26,51.49,32.27,0.67,1.0,60.92,0,55.08,deterministic_fallback
delhi,9.15,34.17,189.13,52.02,39.49,65.73,9.32,83.9,54.05,30.81,39.87,10.06,19.15,33.01,28.9,6.35,0.0,98.72,1,44.9,deterministic_fallback
hyderabad,18.49,38.83,138.11,61.76,59.4,68.45,8.16,83.35,47.83,40.37,77.2,6.7,33.49,39.95,28.09,2.62,0.0,74.34,0,50.19,deterministic_fallback
hyderabad,19.25,35.18,116.27,58.11,44.67,,9.76,85.32,,43.79,80.12,7.42,25.88,46.89,40.48,0.42,1.0,66.61,0,62.05,deterministic_fallback
bangalore,3.91,28.12,72.46,61.69,29.83,78.64,9.56,77.44,72.64,30.34,66.43,6.08,13.6,50.43,30.68,2.48,1.0,67.49,0,45.25,deterministic_fallback
delhi,4.52,34.2,180.94,50.2,38.91,81.85,9.09,84.82,41.45,37.12,81.61,9.21,26.76,65.68,41.6,6.45,0.0,100.0,0,48.52,deterministic_fallback
chennai,3.69,27.68,35.0,70.26,30.1,76.11,10.82,91.91,36.97,36.16,77.06,8.9,36.74,45.5,23.91,6.3,1.0,90.49,0,45.94,deterministic_fallback
mumbai,25.95,30.15,128.63,80.45,38.27,46.04,9.11,75.63,45.71,41.76,47.62,9.56,24.99,51.72,47.08,0.0,2.0,48.94,1,85.81,deterministic_fallback
kolkata,,26.41,156.64,91.46,26.41,78.68,9.89,92.24,28.33,29.63,88.11,6.36,19.95,35.21,45.25,0.3,2.0,60.1,0,69.88,deterministic_fallback
mumbai,11.25,31.82,88.86,68.88,39.49,83.99,,82.93,35.58,35.05,73.74,8.81,25.05,51.59,26.18,4.18,2.0,73.81,0,48.58,deterministic_fallback
,22.08,33.97,146.65,97.15,60.0,55.78,9.27,75.72,59.14,47.54,72.84,,40.4,58.91,51.52,1.93,0.0,69.48,0,61.72,deterministic_fallback
,12.37,31.02,91.09,68.41,37.17,63.74,10.58,,50.73,37.14,66.48,5.82,26.03,51.03,48.6,1.74,0.0,70.68,0,60.01,deterministic_fallback
bangalore,,29.79,106.4,71.78,34.94,64.09,10.79,81.09,57.52,39.38,72.62,,23.68,58.11,25.95,3.54,2.0,75.94,0,50.29,deterministic_fallback
bangalore,3.02,26.11,95.34,62.22,26.11,82.31,9.62,82.02,25.75,36.56,79.95,10.63,28.17,42.24,44.95,5.56,1.0,68.94,0,54.3,deterministic_fallback
bangalore,12.48,30.89,53.61,78.14,39.87,69.86,9.38,94.33,47.78,35.99,65.93,4.5,,39.91,25.32,4.77,0.0,81.5,0,38.63,deterministic_fallback
kolkata,11.19,35.06,156.76,80.89,57.4,73.13,9.03,74.31,39.17,39.56,94.25,10.81,30.56,45.14,27.58,6.68,1.0,93.69,0,51.6,deterministic_fallback
bangalore,6.78,31.88,,65.39,38.47,75.01,9.29,100.0,42.94,31.73,79.94,7.35,20.06,48.23,43.43,0.26,2.0,57.31,0,68.68,deterministic_fallback
bangalore,10.87,33.32,101.88,64.27,42.04,71.86,9.87,83.03,32.49,36.71,79.74,,25.44,59.45,42.78,3.14,2.0,60.96,0,66.83,deterministic_fallback
bangalore,18.72,27.67,67.22,67.35,29.73,59.36,8.92,79.8,34.22,35.1,73.02,8.72,33.54,56.28,35.61,3.75,0.0,62.68,0,52.95,deterministic_fallback
mumbai,19.59,30.37,136.62,82.91,39.73,80.79,11.87,74.58,56.21,43.04,67.73,5.17,33.2,61.39,33.62,5.14,,89.94,0,59.05,deterministic_fallback
hyderabad,14.23,32.7,69.59,,38.95,60.62,9.98,91.1,53.51,37.92,85.35,11.5,32.93,59.45,43.21,3.84,0.0,78.37,0,53.79,deterministic_fallback
delhi,0.86,29.92,201.98,48.75,30.74,91.87,10.73,87.77,25.84,32.95,84.77,6.44,24.93,45.16,26.76,8.36,2.0,100.0,0,51.22,deterministic_fallback
hyderabad,3.69,26.58,91.55,52.6,26.58,82.68,10.0,92.51,42.83,28.03,76.44,9.05,28.72,42.63,25.47,7.37,0.0,100.0,0,36.04,deterministic_fallback
mumbai,14.0,27.51,147.2,72.97,30.07,65.12,12.24,98.35,62.41,41.18,65.29,6.01,31.65,61.68,49.68,5.64,0.0,82.37,0,58.08,deterministic_fallback
kolkata,19.61,31.11,103.91,78.88,40.86,60.9,7.87,85.44,43.33,32.93,58.0,3.51,23.87,47.31,29.64,3.27,1.0,55.72,0,50.03,deterministic_fallback
bangalore,11.44,,93.44,72.6,29.77,63.38,9.19,87.77,24.86,33.16,73.32,12.06,30.14,51.49,35.7,1.91,1.0,63.74,0,59.9,deterministic_fallback
kolkata,14.27,26.53,133.44,87.44,26.53,85.28,11.04,94.09,30.27,41.38,73.02,5.41,25.79,60.34,45.14,4.68,1.0,79.47,0,58.43,deterministic_fallback
bangalore,17.63,27.81,88.41,75.79,31.06,82.13,10.3,91.21,34.63,38.97,86.64,9.16,36.79,54.66,39.74,3.94,1.0,79.46,0,63.34,deterministic_fallback
mumbai,19.91,32.34,,79.58,45.45,65.16,8.13,,42.11,36.44,79.73,0.34,33.96,62.13,52.97,0.0,2.0,46.62,0,77.23,deterministic_fallback
chennai,16.32,37.8,125.84,78.37,60.0,,7.4,80.8,40.65,35.07,73.3,6.81,25.08,41.18,30.04,2.45,0.0,74.5,0,49.88,deterministic_fallback
hyderabad,9.92,39.14,57.93,57.45,57.27,65.66,8.25,75.61,43.22,40.97,78.22,8.42,28.93,61.49,28.82,,0.0,,0,35.59,deterministic_fallback
chennai,24.69,36.67,92.91,62.04,51.57,,8.74,87.21,43.58,35.63,62.4,8.07,27.87,40.68,34.58,3.86,1.0,,0,50.82,deterministic_fallback
bangalore,20.12,24.72,,67.88,24.72,95.0,11.92,89.61,52.46,30.56,90.2,7.02,25.76,,42.39,8.17,0.0,97.42,0,48.21,deterministic_fallback
hyderabad,13.18,33.84,126.03,56.05,40.18,71.49,10.18,90.36,34.35,33.09,71.29,6.91,33.13,52.07,49.4,1.29,2.0,63.42,0,76.72,deterministic_fallback
chennai,18.32,31.86,120.83,67.15,39.01,90.77,11.08,83.75,59.99,26.69,85.65,9.08,22.54,59.87,29.52,8.04,0.0,100.0,0,34.4,deterministic_fallback
hyderabad,40.45,32.14,112.77,56.7,36.42,76.23,9.16,75.74,65.87,43.25,88.04,5.2,25.11,63.25,37.54,7.27,3.0,90.16,1,62.89,deterministic_fallback
delhi,19.17,33.72,223.62,51.61,38.31,72.14,10.21,86.29,59.41,40.38,63.91,8.68,28.53,56.73,47.67,3.18,0.0,70.9,0,55.74,deterministic_fallback
hyderabad,10.33,30.3,111.09,49.76,31.47,68.48,,89.89,40.2,,68.22,11.01,34.99,69.26,42.35,4.7,,58.33,1,71.66,deterministic_fallback
hyderabad,17.17,33.21,135.91,53.69,37.86,95.0,10.26,84.32,35.12,35.91,100.0,3.9,32.22,44.36,23.07,8.5,0.0,99.42,0,29.01,deterministic_fallback
kolkata,16.88,31.06,129.76,94.73,46.92,68.33,9.2,77.83,55.64,38.79,,7.18,,65.73,48.56,4.5,1.0,77.29,0,62.6,deterministic_fallback
delhi,7.6,36.71,174.6,36.79,36.71,91.2,12.16,73.72,33.61,36.3,75.42,4.16,23.04,38.05,22.91,7.69,1.0,85.46,0,33.87,deterministic_fallback
bangalore,8.88,33.33,126.68,67.24,43.32,75.21,10.81,78.9,33.01,35.1,83.16,7.48,27.39,59.89,47.72,0.0,2.0,43.84,0,75.57,deterministic_fallback
chennai,12.53,34.34,163.1,65.67,45.77,69.89,8.79,72.76,32.57,30.54,67.19,6.89,21.62,43.2,39.03,1.15,0.0,63.26,0,47.87,deterministic_fallback
bangalore,,31.82,65.39,63.49,37.72,58.98,8.68,87.18,37.9,35.86,73.18,4.09,16.52,54.61,,0.0,0.0,61.2,0,49.56,deterministic_fallback
chennai,8.24,31.84,115.8,73.08,41.05,70.17,8.75,85.85,28.87,38.0,68.55,6.47,23.91,54.75,46.48,2.61,1.0,70.89,0,71.11,deterministic_fallback
bangalore,11.28,22.8,86.58,61.0,22.8,79.05,9.82,83.17,75.19,31.02,79.17,7.1,28.2,51.43,15.78,7.15,0.0,78.88,0,40.75,deterministic_fallback
mumbai,27.6,29.04,127.03,84.8,35.95,88.14,11.3,95.92,22.77,30.72,75.59,6.1,24.59,44.12,31.78,8.04,0.0,86.7,0,41.84,deterministic_fallback
chennai,9.49,27.75,95.61,85.57,32.28,66.47,10.66,87.72,37.99,36.88,68.39,5.77,28.02,76.06,22.56,4.13,2.0,81.31,0,50.16,deterministic_fallback
mumbai,8.47,20.97,110.09,85.41,20.97,76.98,10.69,86.26,42.61,32.98,77.54,5.33,30.51,36.52,34.71,3.37,1.0,72.36,0,50.11,deterministic_fallback
mumbai,23.38,28.85,35.0,88.07,36.09,85.65,10.93,89.56,37.15,34.15,72.79,,22.14,45.06,13.38,8.12,1.0,95.54,0,28.76,deterministic_fallback
hyderabad,7.25,36.73,139.85,47.54,43.86,62.87,8.33,78.33,35.47,47.55,81.08,8.92,27.14,54.95,39.1,4.1,0.0,71.51,0,45.34,deterministic_fallback
chennai,30.44,33.13,86.49,74.49,45.94,43.65,8.19,85.93,56.99,39.44,71.06,11.36,31.84,56.99,33.02,4.54,0.0,82.88,1,63.13,deterministic_fallback
kolkata,21.77,31.52,135.41,86.48,45.3,43.64,9.47,72.16,64.38,41.54,51.86,3.06,26.62,54.2,53.32,0.06,0.0,,0,58.96,deterministic_fallback
delhi,11.25,38.27,186.5,56.87,53.77,62.31,7.61,77.75,41.39,35.35,75.92,10.56,24.44,62.16,56.51,1.34,0.0,63.85,1,75.66,deterministic_fallback
mumbai,22.52,24.89,93.01,93.83,24.89,77.52,8.21,91.7,54.05,36.63,82.86,9.2,35.59,45.87,34.49,5.8,1.0,74.63,0,50.43,deterministic_fallback
kolkata,13.9,31.35,143.04,90.66,46.43,75.98,8.0,75.88,23.92,39.74,98.19,4.1,25.26,73.5,44.1,5.09,0.0,79.32,0,47.1,deterministic_fallback
mumbai,25.55,35.14,117.62,87.22,60.0,58.41,9.03,64.98,41.26,42.25,72.8,7.16,26.88,52.72,51.84,2.86,3.0,77.56,1,84.05,deterministic_fallback
mumbai,10.71,29.45,84.34,99.93,41.67,78.0,9.19,76.58,44.41,41.68,79.29,5.36,31.01,44.74,24.42,5.53,2.0,77.38,0,49.36,deterministic_fallback
delhi,10.47,27.41,193.58,50.61,27.86,,10.62,96.51,63.26,32.35,80.2,10.08,25.66,49.43,47.9,6.26,0.0,96.32,0,52.91,deterministic_fallback
bangalore,2.09,24.09,74.68,65.85,24.09,82.24,8.94,81.96,22.08,26.75,82.75,3.12,16.08,43.29,38.35,0.65,1.0,59.81,0,52.97,deterministic_fallback
kolkata,12.63,34.61,182.51,83.43,57.05,77.26,8.85,69.76,20.79,32.39,86.26,13.58,33.72,33.88,27.98,7.15,2.0,85.11,1,72.42,deterministic_fallback
chennai,4.41,32.46,74.5,67.03,40.63,73.8,9.57,86.23,42.73,36.74,81.27,9.05,23.59,55.52,31.91,5.47,0.0,82.73,0,46.83,deterministic_fallback
hyderabad,7.03,24.85,86.27,59.1,24.85,77.92,10.56,68.5,39.44,33.27,71.63,3.32,24.47,45.35,,0.61,2.0,66.62,0,58.42,deterministic_fallback
mumbai,19.32,39.59,141.05,65.73,60.0,61.52,7.35,67.17,32.76,40.2,79.48,11.72,30.81,42.51,32.72,1.68,1.0,68.54,0,63.01,deterministic_fallback
delhi,14.1,30.94,165.89,45.89,31.76,84.05,10.69,96.03,23.73,26.89,76.68,9.79,34.08,37.58,26.06,7.34,2.0,82.66,0,58.14,deterministic_fallback
bangalore,14.42,28.53,37.66,68.23,31.45,52.47,9.44,79.5,42.08,43.99,61.18,6.8,28.92,58.84,46.43,3.05,0.0,73.28,0,60.6,deterministic_fallback
mumbai,14.66,26.43,82.34,86.77,26.43,45.85,9.89,82.4,54.26,40.95,56.5,8.57,24.96,,42.22,0.94,1.0,70.05,0,66.17,deterministic_fallback
delhi,19.91,31.79,169.57,59.48,36.44,48.81,9.19,84.27,46.61,38.2,66.18,10.56,32.07,62.68,61.0,1.07,0.0,47.04,0,73.64,deterministic_fallback
delhi,26.41,33.86,178.75,43.4,36.08,63.29,9.71,85.14,62.04,29.47,70.57,7.3,36.18,48.08,43.6,2.19,1.0,70.45,1,73.35,deterministic_fallback
mumbai,16.21,32.87,88.96,95.9,56.39,74.74,8.71,72.77,36.83,46.79,100.0,9.64,32.2,52.18,27.07,4.83,1.0,84.18,0,52.73,deterministic_fallback
bangalore,23.24,32.56,,71.05,42.51,53.68,8.75,85.05,50.47,39.73,73.26,,26.97,38.7,19.6,4.18,0.0,75.97,0,34.85,deterministic_fallback
hyderabad,9.22,31.73,119.92,60.66,36.65,68.89,10.08,95.54,43.64,35.42,79.2,8.92,29.13,52.84,38.84,6.45,0.0,92.77,0,41.71,deterministic_fallback
mumbai,15.01,27.92,152.76,66.26,30.05,66.86,10.12,78.24,41.21,40.04,67.0,6.14,18.93,54.95,47.61,1.67,2.0,65.62,0,65.4,deterministic_fallback
bangalore,12.62,28.32,35.0,64.05,30.45,86.1,10.32,79.78,46.13,29.23,78.54,3.89,20.61,33.71,34.42,1.45,3.0,48.65,0,59.2,deterministic_fallback
chennai,11.28,34.28,48.74,83.3,55.43,72.43,8.45,76.01,31.45,38.69,76.99,7.89,,67.52,26.71,,0.0,81.04,0,37.64,deterministic_fallback
chennai,7.47,31.93,143.04,75.96,42.45,60.66,8.78,88.46,36.34,38.0,71.81,5.63,26.65,58.8,41.38,6.61,1.0,90.71,0,48.64,deterministic_fallback
chennai,18.33,32.84,147.24,76.33,45.75,69.94,9.25,81.01,42.83,32.13,64.32,7.41,24.11,54.17,37.42,4.62,1.0,78.38,0,65.94,deterministic_fallback
bangalore,5.0,25.74,35.0,70.22,25.74,90.25,11.11,85.79,43.09,28.86,74.26,6.21,11.15,49.16,24.59,5.69,0.0,88.92,0,29.02,deterministic_fallback
chennai,4.91,31.77,118.08,62.85,37.39,50.4,8.46,,55.28,40.38,63.08,10.45,31.06,71.74,37.55,0.05,0.0,67.17,1,70.48,deterministic_fallback
delhi,5.89,34.98,227.55,48.7,40.13,63.24,8.56,79.2,34.52,38.42,68.93,7.76,31.95,63.31,,3.49,0.0,94.27,1,59.91,deterministic_fallback
delhi,15.88,40.42,149.4,61.54,60.0,65.36,7.38,75.24,34.24,36.91,74.86,5.04,27.57,58.38,43.96,3.64,0.0,83.01,0,50.98,deterministic_fallback
mumbai,11.45,37.53,153.77,87.61,60.0,55.96,7.8,68.99,42.6,37.71,64.5,10.47,19.72,43.45,34.52,0.1,0.0,68.15,0,48.65,deterministic_fallback
bangalore,19.6,28.03,80.13,68.57,30.53,72.73,7.51,84.72,22.95,29.0,87.02,7.7,31.47,47.7,39.15,2.19,0.0,73.44,0,47.04,deterministic_fallback
delhi,8.15,33.53,186.19,62.16,41.76,80.62,10.33,82.62,47.33,31.81,81.84,6.77,34.26,39.41,51.69,1.49,0.0,82.17,1,75.32,deterministic_fallback
delhi,6.3,35.47,149.82,39.43,35.47,77.68,9.83,99.0,36.16,31.13,73.23,7.45,27.09,47.71,37.69,4.51,2.0,64.89,0,58.33,deterministic_fallback
chennai,7.22,29.73,123.55,,33.69,,7.33,81.27,32.11,40.05,63.38,5.8,27.76,63.51,50.58,1.63,1.0,53.54,0,74.43,deterministic_fallback
delhi,4.37,38.52,206.66,64.26,60.0,51.45,6.91,81.38,30.15,42.13,69.03,7.3,28.58,65.91,57.58,1.06,0.0,67.97,1,73.32,deterministic_fallback
delhi,7.11,35.59,208.59,54.19,43.99,71.1,9.42,91.41,45.36,36.7,76.99,14.74,,58.51,39.79,8.88,1.0,100.0,0,54.35,deterministic_fallback
mumbai,14.1,30.94,157.89,76.82,,54.83,7.35,85.51,47.03,34.03,69.09,4.75,27.17,49.6,44.0,0.65,,43.17,0,64.63,deterministic_fallback
bangalore,,29.81,83.29,69.09,34.38,89.85,11.22,82.24,36.71,28.72,74.67,3.77,27.73,,28.88,,1.0,91.74,0,49.11,deterministic_fallback
delhi,6.14,34.16,274.0,43.04,36.54,61.3,10.32,86.33,45.44,36.38,59.52,12.97,30.5,64.4,49.06,4.04,,79.31,0,63.52,deterministic_fallback
delhi,0.05,29.85,244.35,51.22,,80.13,,83.81,19.39,31.78,67.37,7.02,20.03,,47.01,0.0,1.0,63.41,0,66.79,deterministic_fallback
delhi,21.3,36.59,210.9,52.28,45.8,48.99,7.92,,46.71,40.22,65.99,9.67,25.87,57.93,42.77,2.9,,74.53,1,77.36,deterministic_fallback
,15.03,35.08,84.02,75.36,53.89,59.28,8.81,75.32,67.46,45.86,71.93,9.0,31.22,70.88,32.66,3.5,1.0,61.66,0,62.06,deterministic_fallback
kolkata,19.06,34.74,115.96,73.25,51.26,60.07,7.67,71.81,73.49,43.85,73.56,3.46,33.66,60.33,63.16,2.26,3.0,53.44,1,103.94,deterministic_fallback
bangalore,16.1,33.04,41.88,71.41,44.23,63.42,8.89,91.5,34.18,41.45,71.76,9.4,19.74,25.83,34.77,1.86,1.0,61.09,0,64.16,deterministic_fallback
hyderabad,26.28,33.62,76.65,55.87,39.57,64.14,10.05,82.62,51.44,31.64,76.25,6.19,25.24,46.65,41.45,5.35,0.0,91.76,0,42.23,deterministic_fallback
kolkata,9.04,28.92,177.28,,33.26,63.89,9.8,86.67,42.82,32.09,64.74,11.92,24.41,35.21,41.76,0.0,,53.22,0,89.93,deterministic_fallback
kolkata,11.34,30.56,135.49,92.04,43.67,80.17,10.44,88.95,18.56,37.59,82.56,4.71,25.3,48.72,45.34,7.35,1.0,87.68,0,42.04,deterministic_fallback
hyderabad,5.69,33.93,85.01,75.81,49.56,57.24,9.09,81.36,23.35,33.93,66.28,10.84,32.25,37.81,34.62,1.74,1.0,67.21,1,75.32,deterministic_fallback
kolkata,21.82,31.52,117.07,98.29,50.78,57.04,8.07,78.07,24.62,39.04,62.61,12.57,36.2,63.38,40.73,3.24,0.0,69.51,0,58.23,deterministic_fallback
kolkata,14.44,33.69,125.16,87.36,55.23,48.73,9.4,79.94,52.52,42.64,62.08,6.23,32.33,55.76,27.8,0.64,0.0,79.31,0,50.23,deterministic_fallback
chennai,16.18,33.19,111.23,73.17,45.52,75.16,10.59,76.71,69.05,40.05,72.44,7.56,38.33,56.15,38.73,7.49,1.0,96.66,1,70.02,deterministic_fallback
bangalore,15.66,30.85,41.84,68.69,36.81,71.18,9.99,90.39,64.61,34.13,59.73,6.77,32.71,67.93,45.86,1.94,0.0,76.43,0,48.82,deterministic_fallback
mumbai,26.78,29.6,132.34,83.39,37.36,77.34,11.4,85.18,49.2,27.61,59.86,11.43,25.3,41.96,24.3,6.86,0.0,100.0,0,43.18,deterministic_fallback
mumbai,23.1,42.09,124.89,76.49,60.0,55.36,7.62,80.28,47.54,41.34,76.71,,28.24,59.58,51.83,2.01,1.0,74.55,0,69.89,deterministic_fallback
bangalore,11.85,29.91,35.0,79.5,37.25,69.82,9.61,90.41,40.97,35.64,84.28,8.18,26.75,69.21,26.67,0.7,1.0,61.63,0,60.22,deterministic_fallback
bangalore,18.82,22.9,102.45,53.22,22.9,72.88,9.92,86.93,59.83,39.17,78.28,7.3,31.66,61.45,45.01,2.31,0.0,71.35,1,60.93,deterministic_fallback
bangalore,19.54,29.76,53.1,67.2,33.84,70.6,10.02,85.88,49.57,31.87,70.81,8.34,24.83,54.5,28.37,4.83,0.0,93.23,0,39.97,deterministic_fallback
bangalore,13.54,31.06,36.49,75.49,39.51,62.42,9.45,91.07,45.2,34.1,58.72,7.66,18.81,45.63,40.68,4.48,0.0,82.79,0,41.81,deterministic_fallback
bangalore,21.72,25.33,102.44,62.98,25.33,77.71,9.3,91.11,29.92,27.46,81.12,5.63,22.71,46.28,32.12,7.99,1.0,89.71,0,45.43,deterministic_fallback
chennai,16.52,27.77,99.93,73.4,30.66,60.34,9.13,66.91,52.17,27.16,59.62,11.75,29.14,43.77,41.23,4.59,1.0,93.09,0,52.17,deterministic_fallback
,11.25,27.64,141.15,83.65,31.7,,10.36,81.3,45.17,34.68,77.26,5.41,15.61,,42.86,6.84,0.0,86.91,0,38.94,deterministic_fallback
delhi,24.53,37.4,157.11,63.11,54.92,56.97,9.45,74.88,50.85,37.5,63.59,11.0,34.75,39.24,41.94,3.14,0.0,64.31,0,64.5,deterministic_fallback
chennai,5.68,24.96,130.54,64.1,24.96,67.54,11.02,85.02,60.28,32.44,49.02,3.55,29.55,62.29,41.99,0.73,1.0,68.5,0,56.34,deterministic_fallback
chennai,16.49,25.77,163.52,64.37,25.77,84.71,10.41,91.08,22.46,36.04,88.63,9.19,26.87,55.5,31.43,4.48,1.0,73.7,0,53.36,deterministic_fallback
kolkata,5.16,31.64,94.95,73.84,40.71,75.63,11.26,94.47,31.99,25.07,64.45,8.82,23.07,31.85,29.56,4.65,0.0,86.42,0,38.37,deterministic_fallback
kolkata,18.33,28.87,150.01,70.17,32.48,61.84,10.15,89.74,46.74,37.67,68.79,8.55,34.81,71.56,55.92,2.97,0.0,88.4,1,69.68,deterministic_fallback
kolkata,6.73,27.66,116.12,,30.01,80.63,9.17,74.27,32.07,32.59,77.58,9.16,25.89,48.86,37.72,6.34,0.0,81.54,0,46.61,deterministic_fallback
delhi,13.54,34.16,261.45,42.3,36.33,83.79,9.87,90.15,25.43,26.39,70.38,8.04,27.63,35.44,29.6,8.52,,100.0,1,47.62,deterministic_fallback
bangalore,14.55,21.62,122.69,79.03,21.62,64.24,9.89,92.42,38.11,37.75,74.94,8.73,33.47,64.06,57.4,0.0,1.0,68.58,0,71.13,deterministic_fallback
delhi,9.58,36.97,164.1,47.27,44.35,68.18,8.65,81.73,29.7,27.5,62.22,3.12,24.96,48.5,49.67,0.38,2.0,60.91,0,71.22,deterministic_fallback
hyderabad,7.26,27.46,63.42,58.83,28.58,81.85,10.66,84.65,49.69,31.3,76.83,6.41,20.01,52.13,44.12,1.51,2.0,60.08,0,62.93,deterministic_fallback
kolkata,7.93,28.48,97.03,73.99,32.27,81.03,11.4,84.02,42.33,36.18,79.02,4.6,26.34,46.18,36.96,3.92,1.0,92.98,0,48.64,deterministic_fallback
delhi,18.35,37.04,,55.54,48.89,44.01,6.74,82.07,53.29,29.72,52.38,7.8,15.41,51.38,56.0,,1.0,57.53,1,80.45,deterministic_fallback
bangalore,15.37,26.93,53.14,84.24,29.99,70.11,9.73,84.41,,34.14,74.37,10.59,27.8,33.74,22.01,1.42,2.0,63.7,0,63.77,deterministic_fallback
delhi,3.78,31.52,128.78,42.2,31.97,53.0,7.19,88.01,67.54,30.9,64.29,10.49,23.93,62.35,45.33,2.99,0.0,87.32,0,50.8,deterministic_fallback
mumbai,18.55,24.26,133.77,93.28,24.26,68.36,9.94,88.52,42.26,32.19,61.03,3.77,23.25,,,2.73,0.0,81.44,0,39.83,deterministic_fallback
mumbai,25.29,35.36,108.85,82.94,60.0,59.45,8.03,73.15,68.81,48.59,80.56,11.54,36.33,56.59,39.78,7.03,1.0,99.78,1,69.45,deterministic_fallback
mumbai,16.52,,116.09,79.46,41.53,69.46,11.29,83.81,53.17,33.77,70.91,10.12,,49.48,39.6,4.01,3.0,62.75,0,75.77,deterministic_fallback
kolkata,4.14,28.22,113.12,84.53,33.44,86.57,12.15,89.52,33.56,39.89,84.05,7.36,28.79,50.32,34.38,7.31,1.0,100.0,0,47.44,deterministic_fallback
,9.25,23.13,96.26,71.86,23.13,80.29,11.26,92.25,61.35,31.27,81.03,9.81,23.21,42.56,33.55,5.19,1.0,83.28,0,45.63,deterministic_fallback
chennai,19.42,33.17,54.73,90.41,54.62,55.43,7.18,77.67,54.39,39.22,59.12,6.35,27.84,48.11,44.98,2.95,2.0,62.74,0,76.45,deterministic_fallback
hyderabad,14.24,33.47,125.69,63.3,42.06,69.75,8.53,90.14,41.89,42.58,87.29,,32.47,66.18,30.47,8.06,3.0,89.24,1,68.23,deterministic_fallback
mumbai,19.48,31.3,131.47,83.89,43.39,62.96,8.24,78.5,42.22,41.25,79.83,7.06,39.6,60.98,36.62,6.32,1.0,88.59,1,64.38,deterministic_fallback
